1000
1.000000e-05 1.807969e-13 -9.039843e-14
1.011591e-05 1.893263e-13 -9.466314e-14
1.023317e-05 1.982581e-13 -9.912905e-14
1.035178e-05 2.076113e-13 -1.038056e-13
1.047177e-05 2.174057e-13 -1.087029e-13
1.059315e-05 2.276622e-13 -1.138311e-13
1.071593e-05 2.384026e-13 -1.192013e-13
1.084014e-05 2.496497e-13 -1.248248e-13
1.096579e-05 2.614274e-13 -1.307137e-13
1.109290e-05 2.737607e-13 -1.368803e-13
1.122148e-05 2.866758e-13 -1.433379e-13
1.135155e-05 3.002003e-13 -1.501001e-13
1.148312e-05 3.143628e-13 -1.571814e-13
1.161623e-05 3.291934e-13 -1.645967e-13
1.175087e-05 3.447237e-13 -1.723619e-13
1.188708e-05 3.609867e-13 -1.804933e-13
1.202486e-05 3.780169e-13 -1.890084e-13
1.216424e-05 3.958505e-13 -1.979253e-13
1.230524e-05 4.145255e-13 -2.072627e-13
1.244787e-05 4.340815e-13 -2.170407e-13
1.259216e-05 4.545600e-13 -2.272800e-13
1.273811e-05 4.760047e-13 -2.380024e-13
1.288576e-05 4.984611e-13 -2.492306e-13
1.303512e-05 5.219769e-13 -2.609885e-13
1.318621e-05 5.466021e-13 -2.733011e-13
1.333906e-05 5.723891e-13 -2.861945e-13
1.349367e-05 5.993926e-13 -2.996963e-13
1.365008e-05 6.276700e-13 -3.138350e-13
1.380830e-05 6.572815e-13 -3.286407e-13
1.396835e-05 6.882899e-13 -3.441450e-13
1.413026e-05 7.207612e-13 -3.603806e-13
1.429405e-05 7.547645e-13 -3.773822e-13
1.445973e-05 7.903718e-13 -3.951859e-13
1.462733e-05 8.276591e-13 -4.138295e-13
1.479688e-05 8.667054e-13 -4.333527e-13
1.496839e-05 9.075938e-13 -4.537969e-13
1.514189e-05 9.504111e-13 -4.752056e-13
1.531740e-05 9.952485e-13 -4.976243e-13
1.549495e-05 1.042201e-12 -5.211006e-13
1.567455e-05 1.091369e-12 -5.456844e-13
1.585624e-05 1.142856e-12 -5.714281e-13
1.604003e-05 1.196772e-12 -5.983862e-13
1.622595e-05 1.253232e-12 -6.266162e-13
1.641403e-05 1.312356e-12 -6.561780e-13
1.660429e-05 1.374269e-12 -6.871343e-13
1.679675e-05 1.439102e-12 -7.195511e-13
1.699144e-05 1.506995e-12 -7.534973e-13
1.718839e-05 1.578090e-12 -7.890449e-13
1.738762e-05 1.652539e-12 -8.262695e-13
1.758917e-05 1.730500e-12 -8.652502e-13
1.779304e-05 1.812140e-12 -9.060700e-13
1.799929e-05 1.897631e-12 -9.488155e-13
1.820792e-05 1.987155e-12 -9.935775e-13
1.841897e-05 2.080903e-12 -1.040451e-12
1.863246e-05 2.179073e-12 -1.089537e-12
1.884843e-05 2.281875e-12 -1.140937e-12
1.906691e-05 2.389526e-12 -1.194763e-12
1.928792e-05 2.502257e-12 -1.251128e-12
1.951148e-05 2.620305e-12 -1.310152e-12
1.973764e-05 2.743923e-12 -1.371961e-12
1.996642e-05 2.873372e-12 -1.436686e-12
2.019786e-05 3.008929e-12 -1.504464e-12
2.043197e-05 3.150880e-12 -1.575440e-12
2.066880e-05 3.299529e-12 -1.649764e-12
2.090838e-05 3.455190e-12 -1.727595e-12
2.115073e-05 3.618195e-12 -1.809097e-12
2.139589e-05 3.788890e-12 -1.894445e-12
2.164389e-05 3.967637e-12 -1.983819e-12
